Langue,Extension,Code,Nom de la carte,Rareté,1st Edition,Unlimited,Limited / Autre,Quantité,N° Artwork,Reprint
Français (France),SGX1,SGX1-FRC06,Dragon Armé LV3,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC07,Dragon Armé LV5,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC08,Dragon Armé LV7,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC09,Catapulte à Vent W,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC09,Catapulte à Vent W,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC10,Ojama Rouge,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC10,Ojama Rouge,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC11,Ojama Bleu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC11,Ojama Bleu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC12,Polymérisation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC13,Ouragan ojama Delta !!,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC13,Ouragan ojama Delta !!,C,NM,,,2,,
Français (France),SGX1,SGX1-FRC14,Ojamagic,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC14,Ojamagic,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC15,Tri-Wight,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC15,Tri-Wight,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC16,Ojamatch,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC16,Ojamatch,C,NM,,,2,,
Français (France),SGX1,SGX1-FRC17,La Fin de Enkindling,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC17,La Fin de Enkindling,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC18,Charge Intrépide Violente,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC18,Charge Intrépide Violente,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC19,Bouclier à Pics avec Chaîne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC19,Bouclier à Pics avec Chaîne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC20,Mur de l'Interruption,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC20,Mur de l'Interruption,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC21,Ojama Roi,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC21,Ojama Roi,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC22,Tigre Catapulte VW,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC22,Tigre Catapulte VW,C,NM,,,2,,
Français (France),SGX1,SGX1-FRC23,Chevalier Ojama,C,NM,,,1,,
Français (France),SGX1,SGX1-FRC23,Chevalier Ojama,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD01,Golem Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD01,Golem Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD01,Golem Rouages Ancients,SCR,NM,,,1,,
Français (France),SGX1,SGX1-FRD02,Chasseur Mécanique,C,NM,,,4,,
Français (France),SGX1,SGX1-FRD02,Chasseur Mécanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD03,Rat Géant,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD03,Rat Géant,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD04,Le Cheval de Troie,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD04,Le Cheval de Troie,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD05,"Dekoichi, la Locomotive de Guerre Enchantée",C,NM,,,1,,
Français (France),SGX1,SGX1-FRD05,"Dekoichi, la Locomotive de Guerre Enchantée",C,NM,,,1,,
Français (France),SGX1,SGX1-FRD06,Bête Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD06,Bête Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD07,Soldat Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD07,Soldat Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD08,Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD08,Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD09,Ingénieur Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD09,Ingénieur Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD10,Chevalier Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD10,Chevalier Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD11,Gadget Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD11,Gadget Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD12,Tremblement de Terre,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD12,Tremblement de Terre,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD13,Château Rouages Ancients,C,NM,,,2,,
Français (France),SGX1,SGX1-FRD13,Château Rouages Ancients,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD14,Ville des Engrenages,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD14,Ville des Engrenages,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD15,Double Cyclone,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD15,Double Cyclone,C,NM,,,2,,
Français (France),SGX1,SGX1-FRD16,Carte en Avance,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD16,Carte en Avance,C,NM,,,2,,
Français (France),SGX1,SGX1-FRD17,Métalmorphe,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD17,Métalmorphe,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD18,Statue du Maléfique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD18,Statue du Maléfique,C,NM,,,2,,
Français (France),SGX1,SGX1-FRD19,Concentrateur de Dommages,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD19,Concentrateur de Dommages,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD20,Miniaturisation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD20,Miniaturisation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD21,Golem Rouages ancients Ultime,C,NM,,,1,,
Français (France),SGX1,SGX1-FRD21,Golem Rouages ancients Ultime,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE01,Patineuse à Lame,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE01,Patineuse à Lame,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE02,Senju aux Mille Mains,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE02,Senju aux Mille Mains,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE03,Oiseau Supersonique,C,NM,,,2,,
Français (France),SGX1,SGX1-FRE03,Oiseau Supersonique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE04,Dame Guerrière D.D.,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE04,Dame Guerrière D.D.,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE05,Dame Guerrière des Terres Désolées,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE05,Dame Guerrière des Terres Désolées,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE06,"Cyber, Danseuse Étoile",C,NM,,,1,,
Français (France),SGX1,SGX1-FRE06,"Cyber, Danseuse Étoile",C,NM,,,1,,
Français (France),SGX1,SGX1-FRE07,Cyber Tutu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE07,Cyber Tutu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE07,Cyber Tutu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE08,Cyber Gymnaste,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE08,Cyber Gymnaste,C,NM,,,2,,
Français (France),SGX1,SGX1-FRE09,Cyber Prima,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE09,Cyber Prima,C,NM,,,2,,
Français (France),SGX1,SGX1-FRE10,Ange Cyber Benten,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE10,Ange Cyber Benten,C,NM,,,2,,
Français (France),SGX1,SGX1-FRE11,Idaten Ange Cyber,C,NM,,,2,,
Français (France),SGX1,SGX1-FRE11,Idaten Ange Cyber,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE12,Izana Ange Cyber,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE12,Izana Ange Cyber,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE13,Le Guerrier Réincarné,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE13,Le Guerrier Réincarné,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE14,Arme Rituelle,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE14,Arme Rituelle,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE15,Rituel de l'Ange Machine,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE15,Rituel de l'Ange Machine,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE16,Écailles d'Enragement,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE16,Écailles d'Enragement,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE17,Cyclone Cosmique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE17,Cyclone Cosmique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE18,Barrière Mystique de Vie,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE18,Barrière Mystique de Vie,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE19,Paso Doble,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE19,Paso Doble,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE20,Jarre d'Avarice,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE20,Jarre d'Avarice,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE21,Cyber Trancheuse,C,NM,,,1,,
Français (France),SGX1,SGX1-FRE21,Cyber Trancheuse,SCR,NM,,,1,,
Français (France),SGX1,SGX1-FRF01,Dragon Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF01,Dragon Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF02,Bête Cristalline : Chat d'Améthyste,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF02,Bête Cristalline : Chat d'Améthyste,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF03,Bête Cristalline : Mammouth d'Ambre,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF03,Bête Cristalline : Mammouth d'Ambre,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF04,Bête Cristalline : Escarboucle de Rubis,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF04,Bête Cristalline : Escarboucle de Rubis,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF05,Bête Cristalline : Tortue d'Émeraude,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF05,Bête Cristalline : Tortue d'Émeraude,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF06,Bête Cristalline : Tigre de Topaze,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF06,Bête Cristalline : Tigre de Topaze,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF07,Bête Cristalline : Aigle de Cobalt,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF07,Bête Cristalline : Aigle de Cobalt,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF08,Bête Cristalline : Pégase de Saphir,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF08,Bête Cristalline : Pégase de Saphir,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF09,Voyante à la Boule de Cristal,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF09,Voyante à la Boule de Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF10,"Ruines Arc-en-ciel, la Cité Ancienne",C,NM,,,2,,
Français (France),SGX1,SGX1-FRF10,"Ruines Arc-en-ciel, la Cité Ancienne",C,NM,,,1,,
Français (France),SGX1,SGX1-FRF11,Grande Valeur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF11,Grande Valeur,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF12,Bénédiction du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF12,Bénédiction du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF13,Promesse du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF13,Promesse du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF14,Libération du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF14,Libération du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF15,Arbre Cristallin,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF15,Arbre Cristallin,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF16,Cristal Raigeki,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF16,Cristal Raigeki,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF17,Vitalité Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF17,Vitalité Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF18,Gravité Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF18,Gravité Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF19,Tempête de Cailloux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF19,Tempête de Cailloux,C,NM,,,2,,
Français (France),SGX1,SGX1-FRF20,Conclave du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF20,Conclave du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF21,Supradragon Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRF21,Supradragon Arc-en-Ciel,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG01,Cyber Dragon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG01,Cyber Dragon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG02,Dragon Chasseur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG02,Dragon Chasseur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG03,Cyber Dragon Proto,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG03,Cyber Dragon Proto,C,NM,,,2,,
Français (France),SGX1,SGX1-FRG04,Cyber Phoenix,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG04,Cyber Phoenix,C,NM,,,4,,
Français (France),SGX1,SGX1-FRG05,Corne Cyberténébreuse,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG05,Corne Cyberténébreuse,C,NM,,,2,,
Français (France),SGX1,SGX1-FRG06,Tranchant Cyberténébreux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG06,Tranchant Cyberténébreux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG07,Queue Cyberténébreuse,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG07,Queue Cyberténébreuse,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG08,Dragon Détonant,C,NM,,,2,,
Français (France),SGX1,SGX1-FRG08,Dragon Détonant,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG09,Nâga Cyber,C,NM,,,2,,
Français (France),SGX1,SGX1-FRG09,Nâga Cyber,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG10,Griffe Cyberténébreuse,C,NM,,,2,,
Français (France),SGX1,SGX1-FRG10,Griffe Cyberténébreuse,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG11,Polymérisation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG12,Capsule d'une Autre Dimension,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG12,Capsule d'une Autre Dimension,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG13,Fusion du Futur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG13,Fusion du Futur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG14,Fusion en Surcharge,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG14,Fusion en Surcharge,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG15,Impact Cyberténébreux !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG15,Impact Cyberténébreux !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG16,Brouilleur de Piège,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG16,Brouilleur de Piège,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG17,"Gardna, Cyber Ombre",C,NM,,,1,,
Français (France),SGX1,SGX1-FRG17,"Gardna, Cyber Ombre",C,NM,,,1,,
Français (France),SGX1,SGX1-FRG18,Suite Royale,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG18,Suite Royale,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG19,Perte de Mémoire,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG19,Perte de Mémoire,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG20,Cyber Réseau,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG20,Cyber Réseau,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG21,Dragon Cyber Ultime,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG21,Dragon Cyber Ultime,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG22,Chimeratech Over-Dragon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG22,Chimeratech Over-Dragon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG23,Dragon Cyberténébreux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRG23,Dragon Cyberténébreux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH01,Feu Grégois Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH01,Feu Grégois Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH02,Inpachi Ardent,C,NM,,,3,,
Français (France),SGX1,SGX1-FRH02,Inpachi Ardent,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH03,Charbon d'Inpachi,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH03,Charbon d'Inpachi,C,NM,,,3,,
Français (France),SGX1,SGX1-FRH04,Tortue OVNI,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH04,Tortue OVNI,C,NM,,,3,,
Français (France),SGX1,SGX1-FRH05,L'Esprit des Flammes,C,NM,,,3,,
Français (France),SGX1,SGX1-FRH05,L'Esprit des Flammes,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH06,Lutin du Brasier,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH06,Lutin du Brasier,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH07,Obus Volcanique,C,NM,,,3,,
Français (France),SGX1,SGX1-FRH07,Obus Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH08,Blaster Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH08,Blaster Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH09,Marteleur Volcanique,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH09,Marteleur Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH10,Fusée Volcanique,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH10,Fusée Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH10,Fusée Volcanique,SCR,NM,,,1,,
Français (France),SGX1,SGX1-FRH11,Gardes Royaux Tempête de Feu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH11,Gardes Royaux Tempête de Feu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH12,Salamandra,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH12,Salamandra,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH13,Tourbillon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH13,Tourbillon,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH14,Accélérateur de Flammes,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH14,Accélérateur de Flammes,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH15,Accélérateur Tri-Flammes,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH15,Accélérateur Tri-Flammes,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH16,Feu Sauvage,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH16,Feu Sauvage,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH17,Michizure,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH17,Michizure,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH18,Tir de Couverture,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH18,Tir de Couverture,C,NM,,,2,,
Français (France),SGX1,SGX1-FRH19,Mur de Feu,C,NM,,,1,,
Français (France),SGX1,SGX1-FRH19,Mur de Feu,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI01,Sablier de Vie,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI01,Sablier de Vie,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI02,Koala Géant,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI02,Koala Géant,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI03,Mokey Mokey,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI03,Mokey Mokey,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI04,Don Zaloog,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI04,Don Zaloog,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI05,Apprenti Magicien,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI05,Apprenti Magicien,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI05,Apprenti Magicien,SCR,NM,,,1,,
Français (France),SGX1,SGX1-FRI06,Kangourou Des,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI06,Kangourou Des,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI07,Gyroid,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI07,Gyroid,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI08,Hydrogeddon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI08,Hydrogeddon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI09,Dragon Arc-en-Ciel des Ténèbres,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI09,Dragon Arc-en-Ciel des Ténèbres,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI10,Brachios Noir,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI10,Brachios Noir,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI11,Golem Rouages Ancients Toon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI11,Golem Rouages Ancients Toon,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI12,Sphère Kuriboh,SCR,NM,,,4,,
Français (France),SGX1,SGX1-FRI12,Sphère Kuriboh,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI12,Sphère Kuriboh,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI13,Maître d'Oz,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI13,Maître d'Oz,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI14,Canon Dragon Catapulte VWXYZ,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI14,Canon Dragon Catapulte VWXYZ,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI15,Le Livre de la Lune,SCR,NM,,,1,,
Français (France),SGX1,SGX1-FRI15,Le Livre de la Lune,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI15,Le Livre de la Lune,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI16,Arme de Fusion,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI16,Arme de Fusion,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI17,Explosion de Mokey Mokey,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI17,Explosion de Mokey Mokey,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI18,Balise de Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI18,Balise de Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI19,Village Ojama,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI19,Village Ojama,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI20,Ténèbres Ultimes,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI20,Ténèbres Ultimes,C,NM,,,2,,
Français (France),SGX1,SGX1-FRI21,Energie Ascendante,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI21,Energie Ascendante,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI22,Justi-Fracture,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI22,Justi-Fracture,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI23,Trappe Vanne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRI23,Trappe Vanne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS01,Voici Quelque Chose !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS01,Voici Quelque Chose !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS02,Groupe d'Hommes Puissants,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS02,Groupe d'Hommes Puissants,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS03,Terre des Ojama,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS04,Fusion Ancienne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS04,Fusion Ancienne,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS05,Fusion Cyber Lame,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS05,Fusion Cyber Lame,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS06,Transcendance du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS06,Transcendance du Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS07,Technique du Style Cyber Interdit,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS07,Technique du Style Cyber Interdit,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS08,Déploiement d'Accélérateur de Flammes,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS09,Le Héros de la Situation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS09,Le Héros de la Situation,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS10,Regard Tourné vers le Futur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS10,Regard Tourné vers le Futur,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS11,Armé et Prêt !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS11,Armé et Prêt !,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS12,Méca du Moyen Âge,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS13,Ascension de l'Ange Machine,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS13,Ascension de l'Ange Machine,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS14,Collection d'Arc-en-Ciel de Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS14,Collection d'Arc-en-Ciel de Cristal,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS15,Style Cyberténébreux,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS16,Canon Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS16,Canon Volcanique,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS17,Éléments Énergisants,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS17,Éléments Énergisants,C,NM,,,1,,
Français (France),SGX1,SGX1-FRS18,Potentiel de Croissance,C,NM,,,1,,
