SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
ROTF,199,3,Let the Storm Rage On,Action · Song,Steel,Common,,,,,,Deal 2 damage to chosen character. Draw a card.,Frozen,The cold never bothered me anyway,Rosa la Barbera / Leonardo Giammichele,0
ROTF,187,5,Li Shang - Archery Instructor,Character,Steel,Uncommon,3,6,2,,Storyborn · Hero,"ARCHERY LESSON Whenever this character quests, your characters gain Evasive this turn.",Mulan,"Learn what to do, then learn to do it without thought.",Cristian Romero,0
ROTF,188,3,Magic Broom - Industrial Model,Character,Steel,Common,2,3,1,,Dreamborn · Broom,"MAKE IT SHINE When you play this character, chosen character gains Resist +1 until the start of your next turn.",Fantasia,"Even with a hauling weight of ""seriously, a lot,"" it can only do so much in a magical flood.",Cristian Romero,0
ROTF,203,2,Mouse Armor,Item,Steel,Uncommon,,,,,,PROTECTION Exert - Chosen character gains Resist +1 until the start of your next turn.,The Great Mouse Detective,Built by the tiniest of hands for the bravest of hearts.,Gaku Kumatori,0
ROTF,189,4,Namaari - Morning Mist,Character,Steel,Legendary,2,4,1,,Storyborn · Villain · Princess,Bodyguard BLADES This character can challenge ready characters.,Raya and the Last Dragon,,Jenna Gray,0
ROTF,190,6,Pacha - Village Leader,Character,Steel,Uncommon,4,8,2,,Storyborn · Hero,,The Emperor's New Groove,"""Don't be fooled by the folksy peasant look."" - Kuzco",Koni,0
ROTF,200,2,Pick a Fight,Action,Steel,Uncommon,,,,,,Chosen character can challenge ready characters this turn.,Wreck-It Ralph,"""I'm gonna wreck it!""",Pablo Hidalgo / Jeff Merghart,0
ROTF,192,7,Queen of Hearts - Capricious Monarch,Character,Steel,Rare,5,6,1,,Storyborn · Villain · Queen,"OFF WITH THEIR HEADS! Whenever an opposing character is banished, you may ready this character.",Alice in Wonderland,The fourth Rule of Villainy: Do whatever it takes to get ahead.,Jenna Gray,0
ROTF,194,2,The Huntsman - Reluctant Enforcer,Character,Steel,Rare,1,1,2,,Storyborn · Ally,"CHANGE OF HEART Whenever this character quests, you may draw a card, then choose and discard a card.",Snow White and the Seven Dwarfs,"""Run away, hide! In the woods, anywhere!""",Gaku Kumatori,0
ROTF,195,3,The Prince - Never Gives Up,Character,Steel,Uncommon,1,3,2,,Dreamborn · Hero · Prince,"Bodyguard, Resist +1",Snow White and the Seven Dwarfs,,Eri Welli,0
ROTF,196,4,Tiana - Celebrating Princess,Character,Steel,Super Rare,1,4,2,,Dreamborn · Hero · Princess,"Resist +2 WHAT YOU GIVE IS WHAT YOU GET While this character is exerted and you have no cards in your hand, opponents can't play actions.",The Princess and the Frog,,Matthew Robert Davies,0
ROTF,204,3,Weight Set,Item,Steel,Rare,,,,,,"TRAINING Whenever you play a character with 4 STR or more, you may pay 1 ⬡ to draw a card.",Hercules,Personally endorsed by Hercules himself!,Antonia Flechsig,0
"ROTF
FAB","015
010",3,Mulan - Free Spirit,Character,Amber,Common,2,3,2,,Dreamborn · Hero · Princess,Support,Mulan,Everything looks better when you're free to be yourself.,Amber Kommavongsa,0
"ROTF
FAB","020
008",2,Rapunzel - Sunshine,Character,Amber,Common,1,4,1,,Dreamborn · Hero · Princess,MAGIC HAIR Exert - Remove up to 2 damage from chosen character.,Tangled,"""We can all make the world a little brighter in our own way.""",Aubrey Archer,0
"ROTF
FAB","027
007",1,The Queen - Regal Monarch,Character,Amber,Common,2,2,1,,Storyborn · Villain · Queen,,Snow White and the Seven Dwarfs,"Don't question her. Don't doubt her. And above all, don't disobey her.",Eva Widermann,0
"ROTF
FAB","031
030",3,World's Greatest Criminal Mind,Action · Song,Amber,"Rare
Uncommon",,,,,,Banish chosen character with 5 STR or more.,The Great Mouse Detective,,Giulia Riva,0
"ROTF
FAB","039
048",4,Elsa - Gloves Off,Character,Amethyst,Common,3,4,1,,Storyborn · Hero · Queen · Sorcerer,Challenger +3,Frozen,"The power of ice may not stop the flood, but it will help protect Lorcana.",Cristian Romero,0
"ROTF
FAB","063
063",1,I'm Stuck!,Action,Amethyst,Common,,,,,,Chosen exerted character can't ready at the start of their next turn.,Winnie the Pooh,"""Oh, bother–not again.""",Rob Di Salvo,0
"ROTF
FAB","045
049",2,Kuzco - Wanted Llama,Character,Amethyst,Common,1,2,1,,Storyborn · King,"OK, WHERE AM I? When this character is banished, you may draw a card.",The Emperor's New Groove,"""So there I was. Perfectly in control of the situation.""",Michaela Martin,0
"ROTF
FAB","055
042",4,Peter Pan's Shadow - Not Sewn On,Character,Amethyst,Super Rare,2,3,2,,Storyborn · Ally,"Evasive, Rush TIPTOE Your other characters with Rush gain Evasive.",Peter Pan,,Giulia Riva,0
"ROTF
FAB","059
041",5,Winnie the Pooh - Hunny Wizard,Character,Amethyst,Common,5,5,2,,Dreamborn · Hero · Sorcerer · Hunny,,Winnie the Pooh,"He'd always felt a kinship with honey. They were both golden, and sweet, and likely to end up in sticky situations.",John Loren,0
"ROTF
FAB","076
093",4,Daisy Duck - Secret Agent,Character,Emerald,Uncommon,2,3,2,,Dreamborn · Ally,"THWART Whenever this character quests, each opponent chooses and discards a card.",Mickey Mouse & Friends,,Lissette Carrera,0
"ROTF
FAB","077
085",4,Donald Duck - Perfect Gentleman,Character,Emerald,Uncommon,2,5,2,,Floodborn · Ally,"Shift 3 ⬡ ALLOW ME At the start of your turn, each player may draw a card.",Mickey Mouse & Friends,,Ron Baird,0
"ROTF
FAB","078
083",3,Donald Duck - Sleepwalker,Character,Emerald,Common,0,5,1,,Storyborn,"STARTLED AWAKE Whenever you play an action, this character gets +2 STR this turn.",Mickey Mouse & Friends,Heading toward a rude awakening!,Leonardo Giammichele,0
"ROTF
FAB","080
081",2,Enchantress - Unexpected Judge,Character,Emerald,Common,1,1,2,,Dreamborn · Sorcerer,"TRUE FORM While being challenged, this character gets +2 STR.",Beauty and the Beast,Appearances can be deceiving.,Isaiah Mesq,0
"ROTF
FAB","099
096",1,Improvise,Action,Emerald,Common,,,,,,Chosen character gets +1 STR this turn. Draw a card.,Mulan,"Shan-Yu: ""It looks like you're out of ideas.""   Mulan: ""Not quite!""",Mané Kandalyan / Anna Stosik,0
"ROTF
FAB","095
082",5,Virana - Fang Chief,Character,Emerald,Common,5,5,2,,Storyborn · Villain · Queen,,Raya and the Last Dragon,"""I must make the hard decisions to protect my daughter, especially in this unfamiliar world.""",Mané Kandalyan / Luca Pinelli,0
"ROTF
FAB","105
122",5,Card Soldiers - Full Deck,Character,Ruby,Uncommon,5,5,2,,Storyborn · Ally,,Alice in Wonderland,You'll have to deal with them sooner or later.,Bill Robinson,0
"ROTF
FAB","134
135",4,Dinner Bell,Item,Ruby,Rare,,,,,,"YOU KNOW WHAT HAPPENS Exert, 2 ⬡ - Draw cards equal to the damage on chosen character of yours, then banish them.",The Great Mouse Detective,The delicate sound of impending doom.,Peter Brockhammer,0
"ROTF
FAB","119
123",2,Queen of Hearts - Impulsive Ruler,Character,Ruby,Uncommon,2,2,1,,Storyborn · Villain · Queen,Rush,Alice in Wonderland,"The glow of lore in the flood caught her eye. ""The spellbook!"" she cried. ""Don't let it get away!""",Valerio Buonfantino,0
"ROTF
FAB","120
120",5,Queen of Hearts - Sensing Weakness,Character,Ruby,Uncommon,4,3,1,,Floodborn · Villain · Queen,"Shift 2 ⬡ LET THE GAME BEGIN Whenever one of your characters challenges another character, you may draw a card.",Alice in Wonderland,,Isaiah Mesq,0
"ROTF
FAB","122
127",3,Raya - Headstrong,Character,Ruby,Common,2,3,1,,Storyborn · Hero · Princess,"NOTE TO SELF, DON'T DIE During your turn, whenever this character banishes another character in a challenge, you may ready this character. If you do, she can't quest for the rest of this turn.",Raya and the Last Dragon,"Two parts bravery, one part cleverness, and a whole lot of determination.",Amber Kommavongsa,0
"ROTF
FAB","126
104",3,Shere Khan - Menacing Predator,Character,Ruby,Rare,3,3,1,,Storyborn · Villain,"DON'T INSULT MY INTELLIGENCE Whenever one of your characters challenges another character, gain 1 lore.",The Jungle Book,The sixth Rule of Villainy: Keep your mind sharp and your claws sharper.,Matthew Robert Davies / Rob Di Salvo,0
"ROTF
FAB","133
131",2,You Can Fly!,Action · Song,Ruby,"Uncommon
Common",,,,,,Chosen character gains Evasive until the start of your next turn.,Peter Pan,,Eva Widermann,0
"ROTF
FAB","137
160",3,Alice - Growing Girl,Character,Sapphire,"Legendary
Super Rare",1,4,1,,Dreamborn · Hero,"GOOD ADVICE Your other characters gain Support.   WHAT DID I DO? While this character has 10 STR or more, she gets +4 LORE.",Alice in Wonderland,,Alice Pisoni,0
"ROTF
FAB","144
145",2,Cruella De Vil - Fashionable Cruiser,Character,Sapphire,Common,3,2,1,,Dreamborn · Villain,"NOW GET GOING During your turn, this character gains Evasive.",101 Dalmatians,"""Isn't it just gorgeous, darling? And just as stylish as I am.""",Aisha Durmagambetova,0
"ROTF
FAB","163
164",4,Four Dozen Eggs,Action · Song,Sapphire,Uncommon,,,,,,Your characters gain Resist +2 until the start of your next turn.,Beauty and the Beast,,Jochem van Gool,0
"ROTF
FAB","148
150",7,Grand Pabbie - Oldest and Wisest,Character,Sapphire,"Super Rare
Rare",3,6,3,,Storyborn · Mentor,"ANCIENT INSIGHT Whenever you remove 1 or more damage from one of your characters, gain 2 lore.",Frozen,"When he talks, even the sky listens.",Juan Diego Leon,0
"ROTF
FAB","151
155",1,Jasmine - Heir of Agrabah,Character,Sapphire,Common,1,2,1,,Storyborn · Hero · Princess,"I'M A FAST LEARNER When you play this character, remove up to 1 damage from chosen character of yours.",Aladdin,"She may be young, but she's got the spirit of a true leader.",Rosa la Barbera / Leonardo Giammichele,0
"ROTF
FAB","152
157",3,Judy Hopps - Optimistic Officer,Character,Sapphire,Uncommon,2,3,2,,Storyborn · Hero,"DON'T CALL ME CUTE When you play this character, you may banish chosen item. If you do, its player draws a card.",Zootopia,"""I'll get to the bottom of what happened with that locked lorebook. You can count on me!""",Arianna Rea,0
"ROTF
FAB","161
159",3,Winnie the Pooh - Having a Think,Character,Sapphire,Rare,2,3,2,,Storyborn · Hero,"HUNNY POT Whenever this character quests, you may put a card from your hand into your inkwell facedown.",Winnie the Pooh,"When he thought, he thought in the most thoughtful way he could think.",Rianti Hidayat,0
"ROTF
FAB","174
180",3,Benja - Guardian of the Dragon Gem,Character,Steel,Common,2,3,2,,Storyborn · Mentor · King,"WE HAVE A CHOICE When you play this character, you may banish chosen item.",Raya and the Last Dragon,"""Don't mistake spirit for skill.""",Grace Tran,0
"ROTF
FAB","184
181",2,Jafar - Royal Vizier,Character,Steel,Common,3,2,1,,Storyborn · Villain · Sorcerer,"I DON'T TRUST HIM, SIRE During your turn, this character gains Evasive.",Aladdin,"""Soon you'll learn who holds the real power!""",Rob Di Salvo,0
"ROTF
FAB","186
187",3,Lawrence - Jealous Manservant,Character,Steel,Uncommon,0,4,2,,Storyborn · Ally,"PAYBACK While this character has no damage, he gets +4 STR.",The Princess and the Frog,"In this new world, the crown could finally be his.",Luis Huerta,0
"ROTF
FAB","191
182",3,Prince Naveen - Penniless Royal,Character,Steel,Common,4,3,1,,Storyborn · Prince,,The Princess and the Frog,All he's got is his charm.,Gaku Kumatori,0
"ROTF
FAB","193
184",2,Robin Hood - Capable Fighter,Character,Steel,Uncommon,1,3,1,,Dreamborn · Hero,SKIRMISH Exert - Deal 1 damage to chosen character.,Robin Hood,"""Capable? You don't know the half of it."" - Little John",Noukah,0
"ROTF
FAB","201
201",3,Strength of a Raging Fire,Action · Song,Steel,Rare,,,,,,Deal damage to chosen character equal to the number of characters you have in play.,Mulan,Tranquil as a forest   But on fire within,Jared Nickerl / Alex Accorsi,0
"ROTF
FAB","197
179",1,Tiana - Diligent Waitress,Character,Steel,Common,1,3,1,,Storyborn · Hero · Princess,,The Princess and the Frog,"""My place is going be special, with great food to fill people's bellies and hot jazz to feed their souls!""",Samanta Erdini,0
SHS,020,4,Alan-a-Dale - Rockin' Rooster,Character,Amber,Uncommon,2,3,2,,Storyborn · Ally,"FAN FAVORITE Whenever you play a song, gain 1 lore.",Robin Hood,"""Thank you! Now here's a little ditty for our floodborn friends that we call 'Martin and the Flood.'""",John Loren,0
SHS,032,2,Amber Chromicon,Item,Amber,Uncommon,,,,,,AMBER LIGHT Exert - Remove up to 1 damage from each of your characters.,Lorcana,"""Comfort the weak and weary."" - Inscription",Dustin Panzino,0
SHS,028,6,Blast From Your Past,Action · Song,Amber,Super Rare,,,,,,Name a card. Return all character cards with that name from your discard to your hand.,Aladdin,,Nicola Saviori,0
SHS,016,1,Daisy Duck - Donald's Date,Character,Amber,Super Rare,1,4,2,,Storyborn · Ally,"BIG PRIZE Whenever this character quests, each opponent reveals the top card of their deck. If it's a character card, they may put it into their hand. Otherwise, they put it on the bottom of their deck.",Mickey Mouse & Friends,,Francesco D'ippolito / Giuseppe di Maio,0
SHS,017,2,"Fix-It Felix, Jr. - Delighted Sightseer",Character,Amber,Common,1,3,1,,Storyborn · Hero,"OH, MY LAND! When you play this character, if you have a location in play, draw a card.",Wreck-It Ralph,"""I don't think I've ever seen anything as sweet as this.""",Cristian Romero,0
SHS,012,5,"Fix-It Felix, Jr. - Niceland Steward",Character,Amber,Uncommon,4,5,1,,Floodborn · Hero,Shift 3 ⬡ BUILDING TOGETHER Your locations get +2 WILL.,Wreck-It Ralph,,João Moara,0
SHS,010,3,"Fix-It Felix, Jr. - Trusty Builder",Character,Amber,Common,2,4,1,,Storyborn · Hero,Bodyguard,Wreck-It Ralph,"""Golly, this place is going to take some real fixing!""",Hedvig Häggman-Sund,0
SHS,011,3,Gazelle - Pop Star,Character,Amber,Common,2,3,2,,Storyborn · Ally,Singer 5,Zootopia,"""Good evening, Lorcana! We're here tonight to celebrate what's possible when we stand together as one!""",Lauren Barger,0
SHS,030,2,Healing Decanter,Item,Amber,Common,,,,,,RENEWING ESSENCE Exert - Remove up to 2 damage from chosen character.,Lorcana,,Alex Accorsi,0
SHS,026,3,Healing Touch,Action,Amber,Common,,,,,,Remove up to 4 damage from chosen character. Draw a card.,Frozen,"""The heart is not so easily changed, but the head can be persuaded."" - Grand Pabbie",Mariana Moreno,0
SHS,029,2,Invited to the Ball,Action,Amber,Uncommon,,,,,,Reveal the top 2 cards of your deck. Put revealed character cards into your hand. Put the rest on the bottom of your deck in any order.,Cinderella,,Taraneh,0
SHS,005,2,Kenai - Big Brother,Character,Amber,Common,1,4,1,,Storyborn · Hero,"BROTHERS FOREVER While this character is exerted, your characters named Koda can't be challenged.",Brother Bear,"""You have to look after your little brother, no matter how big a pain he is."" - Kenai",Chunxi Mu,0
SHS,001,2,Koda - Talkative Cub,Character,Amber,Rare,2,1,2,,Storyborn · Ally,"TELL EVERYBODY During opponents' turns, you can't lose lore.",Brother Bear,"""I mean, I don't want to brag or nothing, but I got some moves.""",Therese Vildefall,0
SHS,013,9,Kristoff - Reindeer Keeper,Character,Amber,Rare,3,7,3,,Dreamborn · Ally,"SONG OF THE HERD For each song in your discard, you pay 1 ⬡ less to play this character. Bodyguard",Frozen,,Jochem van Gool,0
SHS,008,2,Lilo - Junior Cake Decorator,Character,Amber,Common,1,3,1,,Storyborn · Hero,Support,Lilo & Stitch,"""Peanut butter and pineapple! This'll be the best cake ever!""",Olivier Désirée,0
SHS,022,6,Maid Marian - Lady of the Lists,Character,Amber,Uncommon,4,5,2,,Dreamborn · Princess,"IF IT PLEASES THE LADY When you play this character, chosen opposing character gets -5 STR until the start of your next turn.",Robin Hood,"""And who might you be, my knight and champion?""",Jenna Gray,0
SHS,024,4,Minnie Mouse - Compassionate Friend,Character,Amber,Common,1,5,2,,Storyborn · Hero,"PATCH THEM UP Whenever this character quests, you may remove up to 2 damage from chosen character.",Mickey Mouse & Friends,"""Oh my! Is that part of the Illuminary? I have to go help!""",Gonzalo Kenny,0
SHS,015,5,Minnie Mouse - Drum Major,Character,Amber,Super Rare,4,4,2,,Floodborn · Hero,"Shift 4 ⬡ PARADE ORDER When you play this character, if you used Shift to play her, you may search your deck for a character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",Mickey Mouse & Friends,,Roger Pérez / Leonardo Giammichele,0
SHS,014,5,Mirabel Madrigal - Family Gatherer,Character,Amber,Legendary,5,5,5,,Storyborn · Hero · Madrigal,NOT WITHOUT MY FAMILY You can't play this character unless you have 5 or more characters in play.,Encanto,"""There's nothing we can't accomplish together!""",Emily Abeydeera,0
